date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot
2024-11-13,Al Rayyan,Bu Sidra,Vacant Land,3568,211.0
2024-11-12,Al Rayyan,Umm Al Senaim,Residence,1280,246.0
2024-11-12,Al Rayyan,Muraikh,Residence,680,273.0
2024-11-11,Al Rayyan,Muraikh,Vacant Land,1169,245.0
2024-11-11,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,809,300.0
2024-11-11,Al Rayyan,New Al Rayyan,Vacant Land,733,274.0
2024-11-11,Al Rayyan,Muraikh,Vacant Land,884,245.0
2024-11-11,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,593,280.0
2024-11-10,Al Rayyan,Gharrafat Al Rayyan,Residence,450,506.0
2024-11-10,Al Rayyan,Muaither  53,Vacant Land,460,263.0
2024-11-10,Al Rayyan,New Al Rayyan,Residence,1160,240.0
2024-11-10,Al Rayyan,Bu Hamour,Residence,400,528.0
2024-11-10,Al Rayyan,Ain Khalid,Vacant Land,656,321.0
2024-11-10,Al Rayyan,Muaither  53,Residence,428,608.0
2024-11-10,Al Rayyan,Al Mearad,Residence,1138,210.0
2024-11-10,Al Rayyan,Gharrafat Al Rayyan,Residence,711,329.0
2024-11-10,Al Rayyan,Bu Hamour,Residence,639,858.0
2024-11-05,Al Rayyan,New Al Rayyan,Residence,900,263.0
2024-11-04,Al Rayyan,Bu Sidra,Residence,625,268.0
2024-11-04,Al Rayyan,Bu Sidra,Vacant Land,626,267.0
2024-11-04,Al Rayyan,Bu Hamour,Residence,770,458.0
2024-11-04,Al Rayyan,Izghawa  51,Residence,820,320.0
2024-11-04,Al Rayyan,Bu Sidra,Residence,626,267.0
2024-11-04,Al Rayyan,Luaib,Vacant Land,432,404.0
2024-11-04,Al Rayyan,Muaither  53,Vacant Land,1196,275.0
2024-11-03,Al Rayyan,Muaither  53,Vacant Land,423,220.0
2024-11-03,Al Rayyan,Ain Khalid,Residence,667,487.0
2024-10-31,Al Rayyan,Al Sailiya,Vacant Land,735,225.0
2024-10-31,Al Rayyan,Muaither 55,Residence,820,312.0
2024-10-31,Al Rayyan,Izghawa 51,Vacant Land,560,390.0
2024-10-30,Al Rayyan,Al Gharrafa,Vacant Land,634,410.0
2024-10-30,Al Rayyan,Mebaireek,Vacant Land,759,208.0
2024-10-29,Al Rayyan,Al Waab,Residence,1330,456.0
2024-10-29,Al Rayyan,Al Aziziya,Residence,1050,310.0
2024-10-28,Al Rayyan,Ain Khalid,Residence,571,329.0
2024-10-28,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,892,979.0
2024-10-27,Al Rayyan,Muraikh,Vacant Land,5195,268.0
2024-10-27,Al Rayyan,Muaither 53,Vacant Land,766,218.0
2024-10-27,Al Rayyan,Al Sheehaniya,Residence,1360,173.0
2024-10-24,Al Rayyan,Al Thumaid,Vacant Land,910,330.0
2024-10-24,Al Rayyan,Muaither53,Residential Building,628,473.0
2024-10-24,Al Rayyan,Muaither 55,Residence,832,294.0
2024-10-24,Al Rayyan,Al Mearad,Residence,900,227.0
2024-10-23,Al Rayyan,Al Gharrafa,Residence,2108,296.0
2024-10-23,Al Rayyan,Rawdat Egdaim,Vacant Land,945,350.0
2024-10-22,Al Rayyan,Al Maamoura 56,Residence,1185,431.0
2024-10-22,Al Rayyan,Al Mearad,Vacant Land,1001,237.0
2024-10-22,Al Rayyan,Ain Khalid,Vacant Land,1587,357.0
2024-10-22,Al Rayyan,Al Aziziya,Residence,695,272.0
2024-10-22,Al Rayyan,Muaither 53,Residence,928,185.0
2024-10-22,Al Rayyan,Ain Khalid,Vacant Land,1574,360.0
2024-10-20,Al Rayyan,Al Maamoura 56,Residence,428,499.0
2024-10-20,Al Rayyan,Muaither 55,Residence,613,485.0
2024-10-20,Al Rayyan,Al Gharrafa,Residence,249,560.0
2024-10-20,Al Rayyan,Al Mearad,Vacant Land,880,210.0
2024-10-17,Al Rayyan,Gharrafat Al Rayyan,Residence,711,292.0
2024-10-17,Al Rayyan,Muaither  55,Residence,820,283.0
2024-10-16,Al Rayyan,New Al Rayyan,Residence,876,261.0
2024-10-16,Al Rayyan,Luaib,Vacant Land,2423,227.0
2024-10-16,Al Rayyan,Luaib,Vacant Land,2790,227.0
2024-10-16,Al Rayyan,Luaib,Vacant Land,5213,227.0
2024-10-16,Al Rayyan,Muaither  55,Residence,420,403.0
2024-10-16,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,525,286.0
2024-10-15,Al Rayyan,Al Mearad,Residence,915,230.0
2024-10-15,Al Rayyan,Muaither  53,Residence,702,285.0
2024-10-15,Al Rayyan,Bu Hamour,Residence,900,330.0
2024-10-15,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,1200,294.0
2024-10-14,Al Rayyan,Muaither  53,Residence,208,329.0
2024-10-14,Al Rayyan,Muaither  53,Residence,602,247.0
2024-10-14,Al Rayyan,New Al Rayyan,Residence,1098,343.0
2024-10-14,Al Rayyan,Al Sailiya,Residence,645,264.0
2024-10-14,Al Rayyan,Muaither  53,Residence,958,267.0
2024-10-14,Al Rayyan,Gharrafat Al Rayyan,Residence,1238,355.0
2024-10-14,Al Rayyan,Izghawa  51,Residence,406,481.0
2024-10-13,Al Rayyan,Luaib,Residence,980,270.0
2024-10-13,Al Rayyan,Al Gharrafa,Residence,230,283.0
2024-10-13,Al Rayyan,Al Mearad,Residence,915,223.0
2024-10-13,Al Rayyan,Muraikh,Residence,600,763.0
2024-10-13,Al Rayyan,Ain Khalid,Vacant Land,464,400.0
2024-10-13,Al Rayyan,Al Gharrafa,Residence,59,315.0
2024-10-13,Al Rayyan,Mebaireek,Residence,1042,223.0
2024-10-13,Al Rayyan,Rawdat Al Jahhaniya,Residence,994,391.0
2024-10-13,Al Rayyan,New Al Rayyan,Residence,420,265.0
2024-10-13,Al Rayyan,Muaither  55,Residence,1118,283.0
2024-10-13,Al Rayyan,New Al Rayyan,Residence,495,638.0
2024-10-13,Al Rayyan,Al Aziziya,Residence,483,442.0
2024-10-13,Al Rayyan,Al Waab,Vacant Land,2175,833.0
2024-10-10,Al Rayyan,New Al Rayyan,Residence,743,250.0
2024-10-10,Al Rayyan,Al Mearad,Vacant Land,900,251.0
2024-10-10,Al Rayyan,Rawdat Egdaim,Residential Unit,460,438.8
2024-10-09,Al Rayyan,Muaither  53,Residential Building,628,444.0
2024-10-09,Al Rayyan,Gharrafat Al Rayyan,Residence,473,452.0
2024-10-09,Al Rayyan,Al Aziziya,Residence,487,429.0
2024-10-09,Al Rayyan,Muaither  53,Residence,602,463.0
2024-10-07,Al Rayyan,Gharrafat Al Rayyan,Residence,1102,363.0
2024-10-07,Al Rayyan,Muraikh,Apartment Complex,29721,362.0
2024-10-07,Al Rayyan,Al Aziziya,Vacant Land,576,266.0
2024-10-06,Al Rayyan,Muaither  53,Residence,399,233.0
2024-10-06,Al Rayyan,Al Mearad,Residence,900,227.0
2024-10-06,Al Rayyan,Umm Al Senaim,Vacant Land,1168,330.0
2024-10-02,Al Rayyan,Al Waab,Residence,1330,768.0
2024-10-02,Al Rayyan,Al Aziziya,Residence,561,381.0
2024-10-02,Al Rayyan,Muaither53,Shops,405,1606.0
2024-10-01,Al Rayyan,Al Shaqab,Residence,218,334.0
2024-10-01,Al Rayyan,Muaither 55,Residence,419,358.0
2024-10-01,Al Rayyan,Al Luqta,Residence,571,328.0
2024-10-01,Al Rayyan,Muaither 55,Residence,738,321.0
2024-10-01,Al Rayyan,Al Luqta,Residence,1149,323.0
2024-10-01,Al Rayyan,Al Waab,Vacant Land,1837,910.0
2024-09-30,Al Rayyan,Al Aziziya,Residence,644,462.0
2024-09-30,Al Rayyan,Al Aziziya,Vacant Land,976,381.0
2024-09-30,Al Rayyan,Umm Al Senaim,Vacant Land,1200,298.0
2024-09-29,Al Rayyan,Muaither 53,Vacant Land,440,324.0
2024-09-29,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,310.0
2024-09-29,Al Rayyan,Muaither 53,Vacant Land,437,326.0
2024-09-29,Al Rayyan,Al Maamoura56,Residence,577,435.0
2024-09-29,Al Rayyan,Al Maamoura 56,Residence,462,402.0
2024-09-25,Al Rayyan,Al Waab,Vacant Land,2749,879.0
2024-09-25,Al Rayyan,Al Waab,Vacant Land,3472,776.0
2024-09-25,Al Rayyan,Umm Al Senaim,Residence,1200,267.0
2024-09-25,Al Rayyan,Rawdat Egdaim,Residential Unit,462,441.95
2024-09-24,Al Rayyan,Lebday,Residence,892,260.0
2024-09-24,Al Rayyan,Ain Khalid,Residence,450,398.0
2024-09-24,Al Rayyan,Muraikh,Vacant Land,7504,200.0
2024-09-24,Al Rayyan,Al Aziziya,Residence,487,439.0
2024-09-24,Al Rayyan,Muraikh,Residence,550,372.0
2024-09-24,Al Rayyan,Al Luqta,Residence,804,289.0
2024-09-23,Al Rayyan,Izghawa  51,Residence,560,655.0
2024-09-23,Al Rayyan,Izghawa  51,Residence,598,870.0
2024-09-23,Al Rayyan,Baaya,Residence,1240,862.0
2024-09-23,Al Rayyan,Lebday,Residence,615,757.0
2024-09-23,Al Rayyan,Lebday,Residence,389,259.0
2024-09-22,Al Rayyan,New Al Rayyan,Residence,912,261.0
2024-09-22,Al Rayyan,Fereej Al Manaseer,Residence,900,232.0
2024-09-22,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,4000,300.0
2024-09-22,Al Rayyan,Al Gharrafa,Residence,1092,493.0
2024-09-19,Al Rayyan,Bani Hajer,Residence,900,310.0
2024-09-19,Al Rayyan,Fereej Al Manaseer,Residence,900,222.0
2024-09-19,Al Rayyan,Muraikh,Vacant Land,792,270.0
2024-09-18,Al Rayyan,Ain Khalid,Residence,900,299.0
2024-09-18,Al Rayyan,Gharrafat Al Rayyan,Residence,598,378.0
2024-09-17,Al Rayyan,Ain Khalid,Residence,600,604.0
2024-09-17,Al Rayyan,Al Maamoura 56,Residence,465,470.0
2024-09-17,Al Rayyan,Gharrafat Al Rayyan,Residence,1238,304.0
2024-09-17,Al Rayyan,Muraikh  South,Vacant Land,951,459.0
2024-09-16,Al Rayyan,Fereej Al Murrah,Residence,752,278.0
2024-09-16,Al Rayyan,Muaither 53,Residence,515,442.0
2024-09-16,Al Rayyan,Muaither55,Residence,538,423.0
2024-09-15,Al Rayyan,Al Luqta,Residence,902,257.0
2024-09-15,Al Rayyan,zghawa 51,Vacant Land,888,320.0
2024-09-12,Al Rayyan,Old Al Rayyan,Residence,926,251.0
2024-09-12,Al Rayyan,Muraikh,Residence,600,867.0
2024-09-12,Al Rayyan,Muaither  53,Vacant Land,473,255.0
2024-09-12,Al Rayyan,New Al Rayyan,Residence,524,558.0
2024-09-12,Al Rayyan,Al Gharrafa,Vacant Land,612,319.0
2024-09-11,Al Rayyan,Mebaireek,Residence,1074,182.0
2024-09-11,Al Rayyan,Al Gharrafa,Residence,570,324.0
2024-09-11,Al Rayyan,Al Mearad,Residence,900,294.0
2024-09-11,Al Rayyan,Muaither  53,Residence,527,599.0
2024-09-11,Al Rayyan,Muraikh  South,Residence,600,437.0
2024-09-11,Al Rayyan,Al Gharrafa,Vacant Land,3400,235.0
2024-09-11,Al Rayyan,Bani Hajer,Residence,929,200.0
2024-09-10,Al Rayyan,Ain Khalid,Residence,580,320.0
2024-09-10,Al Rayyan,Old Al Rayyan,Residence,884,368.0
2024-09-10,Al Rayyan,Bu Hamour,Residence,450,485.0
2024-09-10,Al Rayyan,Al Sailiya,Residence,645,274.0
2024-09-10,Al Rayyan,Al Aziziya,Residence,1248,300.0
2024-09-09,Al Rayyan,Al Sailiya,Residence,645,274.0
2024-09-09,Al Rayyan,Izghawa  51,Vacant Land,840,288.0
2024-09-09,Al Rayyan,Al Gharrafa,Residence,632,706.0
2024-09-08,Al Rayyan,Muaither  53,Vacant Land,506,297.0
2024-09-08,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,545,366.0
2024-09-05,Al Rayyan,Al Maamoura 56,Residence,577,435.0
2024-09-05,Al Rayyan,Al Maamoura 56,Residence,462,442.0
2024-09-05,Al Rayyan,Al Maamoura 56,Residence,465,440.0
2024-09-05,Al Rayyan,Al Waab,Residence,5228,355.0
2024-09-04,Al Rayyan,Muaither 55,Residence,1225,245.0
2024-09-04,Al Rayyan,Al Gharrafa,Residence,937,424.0
2024-09-03,Al Rayyan,Al Waab,Vacant Land,2750,811.0
2024-09-03,Al Rayyan,Al Mearad,Vacant Land,1229,189.0
2024-09-03,Al Rayyan,Al Aziziya,Residence,557,417.0
2024-09-02,Al Rayyan,Muaither 53,Residence,737,327.0
2024-09-02,Al Rayyan,Al Gharrafa,Residence,934,736.0
2024-09-02,Al Rayyan,Al Luqta,Residence,902,309.0
2024-09-02,Al Rayyan,Muaither 53,Vacant Land,515,210.0
2024-09-01,Al Rayyan,New Al Rayyan,Residence,239,733.0
2024-09-01,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,714,364.0
2024-09-01,Al Rayyan,Fereej Al Murrah,Residence,789,356.0
2024-08-29,Al Rayyan,Al Mearad,Residence,900,238.0
2024-08-29,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,575,365.0
2024-08-29,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,557,365.0
2024-08-29,Al Rayyan,Al Mearad,Residence,797,255.0
2024-08-29,Al Rayyan,Muaither  53,Residence,664,839.0
2024-08-29,Al Rayyan,Rawdat Egdaim,Residential Unit,461,442.74
2024-08-28,Al Rayyan,Bu Hamour,Residence,523,409.0
2024-08-28,Al Rayyan,New Al Rayyan,Residence,450,450.0
2024-08-28,Al Rayyan,Bani Hajer,Residence,640,348.0
2024-08-28,Al Rayyan,Umm Al Senaim,Residence,1160,681.0
2024-08-28,Al Rayyan,New Al Rayyan,Residence,524,621.0
2024-08-28,Al Rayyan,Rawdat Egdaim,Residential Unit,477,389.45
2024-08-27,Al Rayyan,Ain Khalid,Residence,815,388.0
2024-08-27,Al Rayyan,Ain Khalid,Residence,484,422.0
2024-08-27,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,310.0
2024-08-26,Al Rayyan,Al Sheehaniya,Residence,1520,232.0
2024-08-26,Al Rayyan,Rawdat Egdaim,Residential Unit,459,439.64
2024-08-26,Al Rayyan,Bu Sidra,Residence,960,252.0
2024-08-25,Al Rayyan,Al Maamoura  56,Residence,450,516.0
2024-08-25,Al Rayyan,Al Waab,Residence,806,922.0
2024-08-25,Al Rayyan,Bu Hamour,Residence,987,377.0
2024-08-25,Al Rayyan,Izghawa  51,Vacant Land,840,290.0
2024-08-22,Al Rayyan,Ain Khalid,Vacant Land,1230,280.0
2024-08-21,Al Rayyan,Bu Sidra,Residence,1200,248.0
2024-08-21,Al Rayyan,New Al Rayyan,Residence,615,242.0
2024-08-21,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,317.0
2024-08-21,Al Rayyan,Gharrafat Al Rayyan,Residence,629,591.0
2024-08-19,Al Rayyan,New Al Rayyan,Residence,521,651.0
2024-08-19,Al Rayyan,Bu Sidra,Residence,1207,231.0
2024-08-19,Al Rayyan,Muaither  53,Residence,520,286.0
2024-08-19,Al Rayyan,Fereej Al Murrah,Residence,753,271.0
2024-08-19,Al Rayyan,Bu Hamour,Residence,3423,326.0
2024-08-19,Al Rayyan,Muaither  53,Residence,906,287.0
2024-08-19,Al Rayyan,Al Waab,Vacant Land,614,460.0
2024-08-18,Al Rayyan,New Al Rayyan,Vacant Land,524,245.0
2024-08-18,Al Rayyan,Muaither  53,Residence,471,340.0
2024-08-18,Al Rayyan,Bani Hajer,Residence,1800,361.0
2024-08-15,Al Rayyan,Al Aziziya,Residence,910,357.0
2024-08-15,Al Rayyan,Bu Sidra,Residence,417,551.0
2024-08-14,Al Rayyan,Al Mearad,Vacant Land,810,265.0
2024-08-14,Al Rayyan,Mebaireek,Vacant Land,1197,137.0
2024-08-14,Al Rayyan,Gharrafat Al Rayyan,Residence,425,743.0
2024-08-14,Al Rayyan,Muaither55,Residence,646,424.0
2024-08-13,Al Rayyan,New Al Rayyan,Residence,361,267.0
2024-08-13,Al Rayyan,Muaither 53,Vacant Land,564,232.0
2024-08-13,Al Rayyan,Muaither 53,Residence,712,327.0
2024-08-13,Al Rayyan,New Al Rayyan,Residence,1672,276.0
2024-08-12,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,596,365.0
2024-08-12,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,597,365.0
2024-08-12,Al Rayyan,Muaither55,Vacant Land,608,250.0
2024-08-12,Al Rayyan,Muaither 53,Residence,559,327.0
2024-08-12,Al Rayyan,Muaither 53,Residence,1086,327.0
2024-08-11,Al Rayyan,Muaither 53,Residence,428,564.0
2024-08-11,Al Rayyan,New Al Rayyan,Vacant Land,743,266.0
2024-08-11,Al Rayyan,Al Gharrafa,Vacant Land,458,365.0
2024-08-11,Al Rayyan,Izghawa 51,Vacant Land,842,270.0
2024-08-11,Al Rayyan,Al Gharrafa,Vacant Land,457,366.0
2024-08-07,Al Rayyan,Mebaireek,Residence,1164,140.0
2024-08-07,Al Rayyan,Muaither 55,Residence,637,576.0
2024-08-07,Al Rayyan,Umm Al Senaim,Residence,988,607.0
2024-08-07,Al Rayyan,Al Sheehaniya,Residence,1273,234.0
2024-08-07,Al Rayyan,Muaither 55,Residence,612,501.0
2024-08-07,Al Rayyan,Ain Khalid,Residence,464,717.0
2024-08-06,Al Rayyan,Bu Hamour,Residence,525,354.0
2024-08-06,Al Rayyan,Mebaireek,Residence,1164,144.0
2024-08-06,Al Rayyan,Al Aziziya,Residence,975,357.0
2024-08-06,Al Rayyan,Bu Hamour,Vacant Land,3718,280.0
2024-08-06,Al Rayyan,Lebday,Residence,1893,329.0
2024-08-05,Al Rayyan,Ain Khalid,Residence,414,482.0
2024-08-04,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,310.0
2024-08-04,Al Rayyan,Baaya,Residence,1240,450.0
2024-08-01,Al Rayyan,Al Thumaid,Vacant Land,1022,315.0
2024-08-01,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,279.0
2024-08-01,Al Rayyan,Al Mearad,Residence,915,284.0
2024-08-01,Al Rayyan,Al Mearad,Vacant Land,960,227.0
2024-08-01,Al Rayyan,Mebaireek,Residence,759,196.0
2024-07-31,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,608,344.0
2024-07-29,Al Rayyan,Muaither 53,Residence,170,492.0
2024-07-28,Al Rayyan,Muaither 53,Vacant Land,951,300.0
2024-07-28,Al Rayyan,New Al Rayyan,Residence,525,566.0
2024-07-25,Al Rayyan,Muaither  55,Vacant Land,1210,242.0
2024-07-25,Al Rayyan,Muraikh,Residence,369,378.0
2024-07-25,Al Rayyan,Gharrafat Al Rayyan,Residence,822,316.0
2024-07-25,Al Rayyan,Al Mearad,Residence,868,225.0
2024-07-24,Al Rayyan,Izghawa  51,Vacant Land,840,285.0
2024-07-24,Al Rayyan,Muraikh,Residence,600,844.0
2024-07-23,Al Rayyan,Muaither  53,Residence,538,648.0
2024-07-23,Al Rayyan,Muaither  53,Residence,1039,297.0
2024-07-22,Al Rayyan,Bu Hamour,Residence,528,431.0
2024-07-22,Al Rayyan,Bu Sidra,Residence,807,311.0
2024-07-21,Al Rayyan,Al Mearad,Residence,930,230.0
2024-07-21,Al Rayyan,Muaither  55,Vacant Land,625,331.0
2024-07-18,Al Rayyan,Muraikh,Vacant Land,2149,229.0
2024-07-18,Al Rayyan,Al Mearad,Residence,930,198.0
2024-07-17,Al Rayyan,Muaither  53,Residence,345,350.0
2024-07-17,Al Rayyan,Bu Sidra,Residence,555,343.0
2024-07-17,Al Rayyan,Al Aziziya,Residence,1050,442.0
2024-07-17,Al Rayyan,Bu Hamour,Residence,528,370.0
2024-07-17,Al Rayyan,Muraikh,Residence,558,832.0
2024-07-17,Al Rayyan,Rawdat Egdaim,Residential Unit,476,439.01
2024-07-16,Al Rayyan,Muaither   53,Residence,906,256.0
2024-07-16,Al Rayyan,Muraikh,Residence,550,798.0
2024-07-15,Al Rayyan,Muaither   53,Residence,453,327.0
2024-07-15,Al Rayyan,Al Gharrafa,Residence,510,410.0
2024-07-14,Al Rayyan,New Al Rayyan,Vacant Land,549,245.0
2024-07-14,Al Rayyan,Bu Hamour,Residence,655,851.0
2024-07-14,Al Rayyan,Bu Hamour,Residence,650,858.0
2024-07-14,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,317.0
2024-07-14,Al Rayyan,Al Mearad,Vacant Land,810,229.0
2024-07-11,Al Rayyan,Mebaireek,Residence,759,187.0
2024-07-11,Al Rayyan,Muaither,Residence,759,184.0
2024-07-10,Al Rayyan,Al Sheehaniya,Vacant Land,631,147.0
2024-07-10,Al Rayyan,Al Mearad,Residence,896,210.0
2024-07-10,Al Rayyan,Old Al Rayyan,Vacant Land,9426,542.0
2024-07-10,Al Rayyan,Muaither 53,Residence,559,415.0
2024-07-10,Al Rayyan,Bu Hamour,Vacant Land,566,345.0
2024-07-10,Al Rayyan,Al Luqta,Residence,923,413.0
2024-07-09,Al Rayyan,Muaither 55,Residence,901,232.0
2024-07-08,Al Rayyan,Muaither  53,Residence,545,375.0
2024-07-08,Al Rayyan,Al Aziziya,Residence,1312,354.0
2024-07-08,Al Rayyan,Izghawa 51,Residence,444,722.0
2024-07-07,Al Rayyan,Muraikh,Vacant Land,590,380.0
2024-07-07,Al Rayyan,New Al Rayyan,Residence,585,373.0
2024-07-07,Al Rayyan,Baaya,Vacant Land,3176,800.0
2024-07-07,Al Rayyan,Muaither 55,Residence,630,465.0
2024-07-04,Al Rayyan,Al Maamoura 56,Vacant Land,8154,342.0
2024-07-04,Al Rayyan,Bu Hamour,Residence,450,454.0
2024-07-03,Al Rayyan,Luaib,Vacant Land,815,245.0
2024-07-03,Al Rayyan,Baaya,Vacant Land,405,367.0
2024-07-02,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,600,317.0
2024-07-02,Al Rayyan,Fereej Al Murrah,Shops,1172,1387.0
2024-07-02,Al Rayyan,New Al Rayyan,Residence,737,290.0
2024-07-02,Al Rayyan,New Al Rayyan,Residence,1109,258.0
2024-07-01,Al Rayyan,Izghawa 51,Residence,703,548.0
2024-07-01,Al Rayyan,Fereej Al Soudan 55,Residence,853,550.0
2024-06-30,Al Rayyan,Bu Sidra,Residence,960,344.0
2024-06-30,Al Rayyan,Baaya,Residence,405,459.0
2024-06-30,Al Rayyan,Izghawa 51,Residence,705,547.0
2024-06-30,Al Rayyan,Fereej Al Soudan 54,Apartment Complex,7832,297.0
2024-06-30,Al Rayyan,Fereej Al Soudan 54,Apartment Complex,7832,303.0
2024-06-30,Al Rayyan,Al Aziziya,Residence,695,267.0
2024-06-30,Al Rayyan,Izghawa 51,Vacant Land,861,324.0
2024-06-30,Al Rayyan,Muraikh,Residence,600,681.0
2024-06-27,Al Rayyan,Muaither  53,Residential Commercial Building and Shops,279,999.0
2024-06-27,Al Rayyan,Muraikh,Residence,500,409.0
2024-06-27,Al Rayyan,Ain Khalid,Residence,855,331.0
2024-06-27,Al Rayyan,Muaither  55,Vacant Land,600,246.0
2024-06-26,Al Rayyan,Muaither  53,Vacant Land,254,256.0
2024-06-26,Al Rayyan,Umm Al Senaim,Residence,1200,310.0
2024-06-25,Al Rayyan,Gharrafat Al Rayyan,Residence,560,685.0
2024-06-25,Al Rayyan,Izghawa 51,Vacant Land,980,270.0
2024-06-25,Al Rayyan,Izghawa 51,Vacant Land,980,280.0
2024-06-25,Al Rayyan,Ain Khalid,Residence,514,542.0
2024-06-25,Al Rayyan,Gharrafat Al Rayyan,Residence,876,424.0
2024-06-25,Al Rayyan,Muaither  55,Residence,1180,295.0
2024-06-24,Al Rayyan,Muraikh,Residence,600,852.0
2024-06-24,Al Rayyan,Baaya,Residence,405,826.0
2024-06-24,Al Rayyan,Al Aziziya,Residence,468,417.0
2024-06-24,Al Rayyan,Muaither  55,Residence,525,388.0
2024-06-24,Al Rayyan,Izghawa 51,Residence,567,639.0
2024-06-24,Al Rayyan,Muaither  53,Residence,425,596.0
2024-06-24,Al Rayyan,Bu Sidra,Residence,708,315.0
2024-06-24,Al Rayyan,Izghawa 51,Vacant Land,900,280.0
2024-06-23,Al Rayyan,Muaither  55,Residence,500,622.0
2024-06-13,Al Rayyan,Luaib,Residence,929,260.0
2024-06-13,Al Rayyan,Muaither 55,Residence,625,327.0
2024-06-13,Al Rayyan,Al Waab,Residential Building,1260,494.0
2024-06-12,Al Rayyan,Al Mearad,Vacant Land,900,258.0
2024-06-12,Al Rayyan,Al Mearad,Vacant Land,900,222.0
2024-06-12,Al Rayyan,Muaither  53,Vacant Land,426,319.0
2024-06-12,Al Rayyan,Gharrafat Al Rayyan,Residence,470,692.0
2024-06-11,Al Rayyan,Al Aziziya,Residence,461,443.0
2024-06-11,Al Rayyan,Muaither 55,Residence,420,487.0
2024-06-11,Al Rayyan,Muaither 55,Apartment Complex,2616,404.0
2024-06-11,Al Rayyan,Muaither 53,Residence,213,480.0
2024-06-11,Al Rayyan,Al Gharrafa,Vacant Land,6680,264.0
2024-06-11,Al Rayyan,Ain Khalid,Residence,1635,881.0
2024-06-11,Al Rayyan,Ain Khalid,Residence,1633,882.0
2024-06-10,Al Rayyan,Al Sailiya,Vacant Land,665,244.0
2024-06-10,Al Rayyan,Muraikh,Vacant Land,647,373.0
2024-06-10,Al Rayyan,Bu Sidra,Residence,905,255.0
2024-06-10,Al Rayyan,Al Luqta,Residence,899,320.0
2024-06-10,Al Rayyan,Mebaireek,Residence,1164,208.0
2024-06-09,Al Rayyan,New Al Rayyan,Residence,605,261.0
2024-06-09,Al Rayyan,Al Maamoura 56,Residence,1140,326.0
2024-06-09,Al Rayyan,Al Aziziya,Residence,1095,1103.0
2024-06-09,Al Rayyan,Muaither 53,Residence,779,262.0
2024-06-09,Al Rayyan,Muraikh,Residence,617,738.0
2024-06-06,Al Rayyan,Al Aziziya,Vacant Land,857,238.0
2024-06-06,Al Rayyan,Ain Khalid,Residence,404,316.0
2024-06-06,Al Rayyan,New Al Rayyan,Residence,1116,266.0
2024-06-06,Al Rayyan,Muaither 55,Vacant Land,1210,245.0
2024-06-05,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,900,356.0
2024-06-05,Al Rayyan,Muaither 55,Vacant Land,478,253.0
2024-06-05,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,1175,356.0
2024-06-05,Al Rayyan,Al Gharrafa,Vacant Land,6680,257.0
2024-06-05,Al Rayyan,Fereej Al Murrah,Residence,756,289.0
2024-06-05,Al Rayyan,Al Sheehaniya,Residence,848,153.0
2024-06-05,Al Rayyan,Izghawa 51,Vacant Land,944,278.0
2024-06-05,Al Rayyan,Muaither 55,Residence,574,631.0
2024-06-05,Al Rayyan,Al Aziziya,Commercial and Administrative building,1044,2492.0
2024-06-04,Al Rayyan,Mebaireek,Residence,1042,187.0
2024-06-04,Al Rayyan,Muaither 55,Vacant Land,665,391.0
2024-06-04,Al Rayyan,Ain Khalid,Vacant Land,1411,306.0
2024-06-04,Al Rayyan,Bani Hajer,Residence,888,335.0
2024-06-04,Al Rayyan,Mebaireek,Vacant Land,1197,207.0
2024-06-04,Al Rayyan,Muaither 53,Residence,683,299.0
2024-06-04,Al Rayyan,Al Aziziya,Residence,1014,321.0
